name,description,url,image_url
In alluminio,Borchie copripalo quadrate con sfera,https://www.unishop.it/91x91/0685-109-534-01,https://www.unishop.it/media/01/c5/ca/1742242446/0685-109-532_MAINPIC_high.webp
In alluminio,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/71x71/0685-109-512-01,https://www.unishop.it/media/d1/a6/92/1742242431/0685-109-512_MAINPIC_high.webp
In plastica marrone scuro,"Borchie copripalo rotonde le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/oe80/0685-109-817-01,https://www.unishop.it/media/a6/20/a8/1742242451/0685-109-817_MAINPIC_high.webp
Giunzione a cavallotto da pie…,Giunzione a cavallotto da piegare - in acciaio zincato a fuoco idoneo per recinzioni e steccati. Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art. 0196 8..),https://www.unishop.it/700/0685-109-196-01,https://www.unishop.it/media/75/2a/d9/1742242422/0685-109-196_MAINPIC_high.webp
Brunito,Catenacci di sicurezza con portalucchetto - con fori di montaggio coperti in chiusura,https://www.unishop.it/120/0685-130-186-01,https://www.unishop.it/media/93/6c/e4/1742242482/0685-130-186%20_MAINPIC_high.webp
Zincato bianco,Catenacci di sicurezza con portalucchetto - con fori di montaggio coperti in chiusura,https://www.unishop.it/160/0685-130-187-01,https://www.unishop.it/media/0a/31/87/1742234587/0685-130-185_MAINPIC_high.webp
In rame,Borchie copripalo quadrate con sfera,https://www.unishop.it/91x91/0685-109-734-01,https://www.unishop.it/media/ca/1d/4f/1742234583/0685-109-732_MAINPIC_high.webp
In plastica verdone,"Borchie copripalo rotonde le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/oe120/0685-109-825-01,https://www.unishop.it/media/1f/de/64/1742242454/0685-109-819_MAINPIC_high.webp
In rame,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/71x71/0685-109-712-01,https://www.unishop.it/media/ff/d2/9b/1742234581/0685-109-712_MAINPIC_high.webp
Piastra angolare per pali ton…,"Piastra angolare per pali tondi - in acciaio zincato a fuoco certificata ETA-09/0355
idoneo per pali di recinzione
Fissaggio mediante chiodi, viti legno TE o viti Ruspert®Silver (art. 0196 8..)",https://www.unishop.it/oe60-120/0685-109-016-01,https://www.unishop.it/media/22/64/b0/1742242427/0685-109-016_MAINPIC_high.webp
In plastica marrone chiaro,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/70x70/0685-109-808-01,https://www.unishop.it/media/b3/c9/15/1742242435/0685-109-808_MAINPIC_high.webp
In rame,"Borchie copripalo rotonde le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/oe100/0685-109-725-01,https://www.unishop.it/media/63/1d/g0/1742234585/0685-109-723_MAINPIC_high.webp
In plastica marrone scuro,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/90x90/0685-109-810-01,https://www.unishop.it/media/ac/8e/d8/1742242439/0685-109-807_MAINPIC_high.webp
In plastica verdone,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/90x90/0685-109-812-01,https://www.unishop.it/media/5f/60/cf/1742242442/0685-109-809_MAINPIC_high.webp
Moschettone con tirante per a…,"Moschettone con tirante per altalena - in acciaio zincato bianco Il moschettone con tirante, può essere agganciato a qualsiasi seggiolino con anello all’estremità dell’altalena. Il fissaggio avviene inserito dal basso il perno e fissato con rondella e doppio dado sulla parte superiore del trave. 
rotella in Nylon
2 dadi e 1 rondella in acciaio",https://www.unishop.it/m12x140/0685-109-907-01,https://www.unishop.it/media/bc/07/e9/1742242459/0685-109-907_MAINPIC_high.webp
Cerniera piana a T,Cerniera piana a T - zincata bianca,https://www.unishop.it/121/0685-130-217-01,https://www.unishop.it/media/24/38/b2/1742242462/0685-130-217_MAINPIC_high.webp
Cerniera piana rinforzata,"Cerniera piana rinforzata - perno sfilabile, zincata bianca",https://www.unishop.it/75x75/0685-133-224-01,https://www.unishop.it/media/66/d2/d4/1742242468/0685-133-223_MAINPIC_high.webp
Cerniera piana rinforzata,"Cerniera piana rinforzata - perno in ottone, zincata bianca",https://www.unishop.it/35x200/0685-133-202-02,https://www.unishop.it/media/9f/32/12/1742242472/0685-133-201_MAINPIC_high.webp
Cerniera piana romboidale,Cerniera piana romboidale - zincata bianca,https://www.unishop.it/33x292/0685-130-212-01,https://www.unishop.it/media/1c/19/ef/1742242475/0685-130-213_MAINPIC_high.webp
Catenaccio ad L rotondo per c…,Catenaccio ad L rotondo per cancelli - in acciaio zincato,https://www.unishop.it/300/0685-130-470-01,https://www.unishop.it/media/cf/60/a3/1742242479/0685-130-470_MAINPIC_high.webp
Catenaccio portalucchetto dir…,Catenaccio portalucchetto diritto - in acciaio zincato bianco,https://www.unishop.it/140/0685-133-193-01,https://www.unishop.it/media/19/b4/7a/1742242487/0685-133-191_MAINPIC_high.webp
Catenaccio portalucchetto pro…,Catenaccio portalucchetto profilato - in acciaio zincato con contropiastra,https://www.unishop.it/150/0685-130-521-01,https://www.unishop.it/media/51/3d/63/1742242492/0685-130-520_MAINPIC_high.webp
