name,brand,description,price,image_url,product_page_url
NaturBoard WALLS,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-ECOSE-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-walls-26592_4062
SmartRoof All-Fix THERMAL,Knauf,Pannello rigido isolante in lana minerale di roccia rivestito su un lato con velo vetro rinforzato,N/A,https://s7g10.scene7.com/is/image/knauf/immagine%20SmartRoof%20all-fix%20thermal?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartroof-all-fix-thermal-26594_4062
SmartRoof BASE,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-%28NO-ECOSE%29-SrmarRoof-thermal-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartroof-base-23883_4062
SmartRoof PRO,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-%28NO-ECOSE%29-SrmarRoof-thermal-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartroof-pro-26595_4062
SmartRoof THERMAL,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-%28NO-ECOSE%29-SrmarRoof-thermal-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartroof-thermal-23885_4062
SmartRoof TOP,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-%28NO-ECOSE%29-SrmarRoof-thermal-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartroof-top-22556_4062
SmartRoof ULTRA,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-%28NO-ECOSE%29-SrmarRoof-thermal-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartroof-ultra-26988_4062
SmartWall FKD S THERMAL,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-%28NO-ECOSE%29-SrmarRoof-thermal-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartwall-fkd-s-thermal-23150_4062
SUPAFIL LOFT 045,Knauf,Lana minerale di vetro per insufflaggio,N/A,https://s7g10.scene7.com/is/image/knauf/Supafil_Loft_045?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/supafil-loft-045-23890_4062
SUPAFIL MULTI,Knauf,Lana minerale di vetro per insufflaggio,N/A,https://s7g10.scene7.com/is/image/knauf/Supafil_Multi?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/supafil-multi-29005_4062
"Aquapanel Indoor 12,5 mm",Knauf,"Lastra in cemento fibrorinforzato per interni, ideale per ambienti umidi e bagnati",N/A,https://s7g10.scene7.com/is/image/knauf/519752-Lastra-Auqpanel-Indoor?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/aquapanel-indoor-12-5-mm-14749_0081
"Aquapanel Rooftop 12,5 mm",Knauf,"Lastra in cemento fibrorinforzato, ideale per coperture a bassa pendenza.",N/A,https://s7g10.scene7.com/is/image/knauf/600854-Lastra-Aquapanel-Rooftop?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/aquapanel-rooftop-12-5-mm-18653_0081
Aquapanel Rooftop 6 mm,Knauf,"Lastra in cemento fibrorinforzato, ideale per coperture a bassa pendenza.",N/A,https://s7g10.scene7.com/is/image/knauf/600854-Lastra-Aquapanel-Rooftop?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/aquapanel-rooftop-6-mm-18652_0081
Aquapanel Skylite 8 mm,Knauf,"Lastra in cemento fibrorinforzato per soffitti, per applicazioni in interni ed esterni",N/A,https://s7g10.scene7.com/is/image/knauf/467521-Lastra-Aquapanel-Skylite?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/aquapanel-skylite-8-mm-11805_0081
Danoline Globe G1 Belgravia (E15),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T semi-nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58825-Danoline-Globe-G1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-globe-g1-belgravia-e15-10850_0081
Danoline Globe G1 Belgravia (E24),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T semi-nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58825-Danoline-Globe-G1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-globe-g1-belgravia-e24-10849_0081
Danoline Globe G1 Contur (D),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58825-Danoline-Globe-G1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-globe-g1-contur-d-10841_0081
Danoline Globe G1 Corridor,Knauf,Pannello in gesso rivestito per controsoffitto modulare autoportante,N/A,https://s7g10.scene7.com/is/image/knauf/58825-Danoline-Globe-G1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-globe-g1-corridor-10875_0081
Danoline Globe G1 Plaza (A),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T a vista,N/A,https://s7g10.scene7.com/is/image/knauf/58825-Danoline-Globe-G1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-globe-g1-plaza-a-12729_0081
Danoline Micro M1 Belgravia (E15),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T semi-nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58838-Danoline-Micro-M1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-micro-m1-belgravia-e15-10855_0081
Danoline Micro M1 Belgravia (E24),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T semi-nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58838-Danoline-Micro-M1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-micro-m1-belgravia-e24-10854_0081
Danoline Micro M1 Contur (D),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58838-Danoline-Micro-M1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-micro-m1-contur-d-10843_0081
Danoline Micro M1 Corridor,Knauf,Pannello in gesso rivestito per controsoffitto modulare autoportante,N/A,https://s7g10.scene7.com/is/image/knauf/58838-Danoline-Micro-M1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-micro-m1-corridor-10877_0081
Danoline Micro M1 Plaza (A),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T a vista,N/A,https://s7g10.scene7.com/is/image/knauf/58838-Danoline-Micro-M1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-micro-m1-plaza-a-12730_0081
Danoline Quadril Q1 Belgravia (E15),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T semi-nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58824-Danoline-Quadril-Q1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-quadril-q1-belgravia-e15-10852_0081
Danoline Quadril Q1 Belgravia (E24),Knauf,Pannello in gesso rivestito per controsoffitto modulare con orditura a T semi-nascosta,N/A,https://s7g10.scene7.com/is/image/knauf/58824-Danoline-Quadril-Q1-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/danoline-quadril-q1-belgravia-e24-10851_0081
