name,brand,description,price,image_url,product_page_url
Seghetto frontale SR 30,Hilti,Seghetto frontale progettato per lavori seriali di demolizione e taglio a misura estremamente pesanti con vibrazioni ridotte al minimo ed ergonomia avanzata,N/A,https://productdata.hilti.com/APQ_HC_f600/L119828.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r8627548
Seghetto frontale WSR 900-PE,Hilti,Seghetto frontale progettato per comuni lavori di demolizione e taglio a misura con vibrazioni ridotte al minimo,N/A,https://productdata.hilti.com/APQ_HC_f600/L_WSR900PE_01.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r2885
Sega circolare WSC 85,Hilti,"Sega circolare con azione combinata a tuffo e a pendolo, per tagli diritti intensivi di spessore massimo 85 mm",N/A,https://productdata.hilti.com/APQ_HC_f600/L076496.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r933
Sega circolare SCW 70,Hilti,Sega circolare per tagli diritti per uso intensivo fino a 70 mm,N/A,https://productdata.hilti.com/APQ_HC_f600/L053527.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r5485
Sega circolare SC 55W,Hilti,Sega circolare con una profondità massima di taglio di 55 mm,N/A,https://productdata.hilti.com/APQ_HC_f600/L076495.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r2937786
Seghetto alternativo SJT 6,Hilti,"Seghetto alternativo ad azione orbitale da 850 W con impugnatura cilindrica, appositamente studiato per eseguire tagli difficili e curvi in modo più rapido e confortevole",N/A,https://productdata.hilti.com/APQ_HC_f600/L121223.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r5212957
Seghetto alternativo SJD 6,Hilti,"Seghetto alternativo ad azione orbitale della potenza di 850 W con maniglia superiore, appositamente studiato per facilitare e rendere più confortevoli i tagli curvi",N/A,https://productdata.hilti.com/APQ_HC_f600/L121220.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r5212956
Smerigliatrice angolare AG 125-20SE,Hilti,"Smerigliatrice angolare brushless da 2000 W con velocità variabile e interruttore a scorrimento, per tagliare e smerigliare metallo, calcestruzzo e muratura con dischi fino a 125 mm",N/A,https://productdata.hilti.com/APQ_HC_f600/L600731.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_GRINDERS_SANDERS_7125/r18048434
Smerigliatrice angolare AG 125-20D,Hilti,"Smerigliatrice angolare brushless da 2000W con interruttore salvavita per tagliare e smerigliare metallo, calcestruzzo e muratura con dischi fino a 125 mm",N/A,https://productdata.hilti.com/APQ_HC_f600/L600711.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_GRINDERS_SANDERS_7125/r18048483
Smerigliatrice angolare AG 150-20SE,Hilti,"Velocità variabile smerigliatrice angolare con interruttore a scorrimento, per taglio e smerigliatura in metallo, calcestruzzo e muratura con dischi fino a 150 mm (2000 W)",N/A,https://productdata.hilti.com/APQ_HC_f600/L600731.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_GRINDERS_SANDERS_7125/r18048438
Smerigliatrice angolare AG 150-20D,Hilti,"Smerigliatrice angolare brushless da 2000W con interruttore salvavita per tagliare e smerigliare metallo, calcestruzzo e muratura con dischi fino a 150 mm",N/A,https://productdata.hilti.com/APQ_HC_f600/L600711.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_GRINDERS_SANDERS_7125/r18048437
Smerigliatrice angolare AG 115-D,Hilti,"Smerigliatrice angolare sottile da 850W (230V), 700W (100-110V) con interruttore uomo morto, per dischi fino a 115 mm",N/A,https://productdata.hilti.com/APQ_HC_f600/L068066_V1.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_GRINDERS_SANDERS_7125/r2328144
