name,sku,description,image_url,product_url
Avvitatore ad impulsi compatto 18V con quadro da 1/2,dcf894nt-xj,"Avvitatore ad impulsi compatto 18V con quadro da 1/2

Our latest 18V XR impact wrench offers high torque in a compact package, ideal for steel construction, mechanical fastenings and automotive applications.  3 modes including Precision Wrench which offers the ultimate control in applications and protects tool, fastener, accessory and material. DEWALT brushless motor and 18V XR batteries deliver power, durability and runtime.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF894NT-XJ/DCF894NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf894nt-xj/avvitatore-ad-impulsi-compatto-18v-con-quadro-da-12?tid=568846
Compressore 10L 54V XR FLEXVOLT,dcc1054t2-qw,"Compressore 10L 54V XR FLEXVOLT

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCC1054T2-QW/DCC1054T2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcc1054t2-qw/compressore-10l-54v-xr-flexvolt?tid=568846
Trapano Avviatore con percussione XRP Tool Connect XR 18V 2 x 5.0Ah,dcd997p2b-qw,"Trapano Avviatore con percussione XRP Tool Connect XR 18V 2 x 5.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD997P2B-QW/DCD997P2B_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd997p2b-qw/trapano-avviatore-con-percussione-xrp-tool-connect-xr-18v-2-x-50ah?tid=568846
Trapano Avviatore con Persussione Tool Connect XR 18V 2 x 5.0Ah,dcd797p2b-qw,"Trapano Avviatore con Persussione Tool Connect XR 18V 2 x 5.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD797P2B-QW/DCD797P2B_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd797p2b-qw/trapano-avviatore-con-persussione-tool-connect-xr-18v-2-x-50ah?tid=568846
Guardia di protezione da 230mm per dischi da taglio,d284921-xj,"Guardia di protezione da 230mm per dischi da taglio

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/d284921-xj/guardia-di-protezione-da-230mm-dischi-da-taglio?tid=568846
Cuffia di protezione da 115mm per dischi da taglio,d281111-xj,"Cuffia di protezione da 115mm per dischi da taglio

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/d281111-xj/cuffia-di-protezione-da-115mm-dischi-da-taglio?tid=568846
Cuffia di protezione da 115mm per dischi da taglio,d281111-xj,"Cuffia di protezione da 115mm per dischi da taglio

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/d281111-xj/cuffia-di-protezione-da-115mm-dischi-da-taglio?tid=568846
Smerigliatrice diritta 18V - solo corpo macchina,dcg426n-xj,"Smerigliatrice diritta 18V - solo corpo macchina

This 18V XR expansion tool is ideal for metal fabricators and engineers who want the freedom of cordless. Our 18V brushless motor delivers 760W performance coupled with 3 speed settings for increased control and versatility in applications.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG426N-XJ/DCG426N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg426n-xj/smerigliatrice-diritta-18v-solo-corpo-macchina?tid=568846
Cucitrice 18 Gauge XR Litio 18V BRUSHLESS (senza batterie),dcn681n-xj,"Cucitrice 18 Gauge XR Litio 18V BRUSHLESS (senza batterie)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN681N-XJ/DCN681N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn681n-xj/cucitrice-18-gauge-xr-litio-18v-brushless-senza-batterie?tid=568846
Cucitrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS,dcn681d2-qw,"Cucitrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN681D2-QW/DCN681D2_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn681d2-qw/cucitrice-18-gauge-xr-litio-18v-20ah-brushless?tid=568846
Avvitatore ad impulsi Tool Connect 18V,dcf888p2b-qw,"Avvitatore ad impulsi Tool Connect 18V

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF888P2B-QW/DCF888P2B_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf888p2b-qw/avvitatore-ad-impulsi-tool-connect-18v?tid=568846
18V XR Brushless 125mm Flat Head Angle Grinder - Bare Unit,dcg405fn-xj,"18V XR Brushless 125mm Flat Head Angle Grinder - Bare Unit

The 18V XR brushless grinder is also available as a flat gear head version, this allows the end user to work in smaller confined applications.  The electronic clutch reduces kick back in the event of a stall and the electronic brake ensures the disc stops quickly and safely.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG405FN-XJ/DCG405FN_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg405fn-xj/18v-xr-brushless-125mm-flat-head-angle-grinder-bare-unit?tid=568846
Trapano Avviatore XRP 18V 2 x FV 6.0Ah,dcd991t2-qw,"Trapano Avviatore XRP 18V 2 x FV 6.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD991T2-QW/DCD991T2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd991t2-qw/trapano-avviatore-xrp-18v-2-x-fv-60ah?tid=568846
Dado per smerigliatrice di bloccaggio M14,dt3559-qz,"Dado per smerigliatrice di bloccaggio M14

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT3559-QZ/DT3559_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt3559-qz/dado-smerigliatrice-di-bloccaggio-m14?tid=568846
Sega Universale XR Litio 18V 5.0Ah BRUSHLESS,dcs367p2-qw,"Sega Universale XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS367P2-QW/DCS367P2-QW_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs367p2-qw/sega-universale-xr-litio-18v-50ah-brushless?tid=568846
Sega Universale XR Litio 18V 5.0Ah BRUSHLESS,dcs367nt-xj,"Sega Universale XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS367NT-XJ/DCS367NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs367nt-xj/sega-universale-xr-litio-18v-50ah-brushless?tid=568846
Groppinatrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS,dcn680d2-qw,"Groppinatrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN680D2-QW/DCN680D2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn680d2-qw/groppinatrice-18-gauge-xr-litio-18v-20ah-brushless?tid=568846
Sega circolare 180mm brushless 18V XR - Solo corpo macchina,dcs570nt-xj,"Sega circolare 180mm brushless 18V XR - Solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS570NT-XJ/DCS570NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs570nt-xj/sega-circolare-180mm-brushless-18v-xr-solo-corpo-macchina?tid=568846
Sega Circolare XR Litio 18V 5.0Ah BRUSHLESS,dcs570p2-qw,"Sega Circolare XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS570P2-QW/DCS570P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs570p2-qw/sega-circolare-xr-litio-18v-50ah-brushless?tid=568846
Troncatrice radiale 305mm XR FLEXVOLT,dhs780n-xj,"Troncatrice radiale 305mm XR FLEXVOLT

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DHS780N-XJ/DHS780N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dhs780n-xj/troncatrice-radiale-305mm-xr-flexvolt?tid=568846
Pialletto XR Litio 18V 5.0Ah BRUSHLESS,dcp580p2-qw,"Pialletto XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCP580P2-QW/DCP580P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcp580p2-qw/pialletto-xr-litio-18v-50ah-brushless?tid=568846
"Kit 18V XR DCD996 trapano percussione 3 velocità + DCF887 Avvitatore impulsi 1/4"" - 2 x 18V XR 5Ah in Tough System",dck276p2-qw,"Kit 18V XR DCD996 trapano percussione 3 velocità + DCF887 Avvitatore impulsi 1/4"" - 2 x 18V XR 5Ah in Tough System

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCK276P2-QW/DCK276P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dck276p2-qw/kit-18v-xr-dcd996-trapano-percussione-3-velocita-dcf887-avvitatore-impulsi-14-2-x-18v-xr-5ah-tough-system?tid=568846
Trapano Avviatore con percussione XRP XR 18V 2 x 5.0Ah,dcd996p2-qw,"Trapano Avviatore con percussione XRP XR 18V 2 x 5.0Ah

Vi presentiamo gli ultimi trapani avvitatori e martelli perforatori Extreme Runtime Performance (XRP) di DEWALT. Questi trapani ad alta potenza sono adatti per una varietà di applicazioni, in particolare per calcestruzzo, metallo e legno (se abbinati agli accessori corretti). I modelli DCD991 e DCD996 sono i trapani più potenti della gamma DEWALT e sono entrambi leggeri ed estremamente resistenti, con mandrini interamente in metallo e la nuova frizione elettronica per il massimo controllo.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD996P2-QW/DCD996P2-QW_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd996p2-qw/trapano-avviatore-con-percussione-xrp-xr-18v-2-x-50ah?tid=568846
Levigatrice orbitale da 1/4 fogli,dwe6411z-it,"Levigatrice orbitale da 1/4 fogli

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dwe6411z-it/levigatrice-orbitale-da-14-fogli?tid=568846
SMERIGLIATRICE ANGOLARE 115MM 730W,dwe4016-qs,"SMERIGLIATRICE ANGOLARE 115MM 730W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4016-QS/DWE4016_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4016-qs/smerigliatrice-angolare-115mm-730w?tid=568846
SMERIGLIATRICE ANGOLARE 115MM 730W,dwe4016-qs,"SMERIGLIATRICE ANGOLARE 115MM 730W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4016-QS/DWE4016_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4016-qs/smerigliatrice-angolare-115mm-730w?tid=568846
Tassellatore 32mm SDS-Plus,d25417kt-qs,"Tassellatore 32mm SDS-Plus

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25417KT-QS/D25417KT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25417kt-qs/tassellatore-32mm-sds-plus?tid=568846
Troncatrice 184mm XR Litio 18V (senza batterie),dcs365n-xj,"Troncatrice 184mm XR Litio 18V (senza batterie)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS365N-XJ/DCS365N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs365n-xj/troncatrice-184mm-xr-litio-18v-senza-batterie?tid=568846
Smerigliatrice angolare 115mm 900W - No-Volt,dwe4156-qs,"Smerigliatrice angolare 115mm 900W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4156-QS/DWE4056_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4156-qs/smerigliatrice-angolare-115mm-900w-no-volt?tid=568846
Smergliatrice angolare 115mm 800W - No-Volt,dwe4056-qs,"Smergliatrice angolare 115mm 800W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4056-QS/DWE4056_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4056-qs/smergliatrice-angolare-115mm-800w-no-volt?tid=568846
Smergliatrice angolare 125mm 800W - No-Volt,dwe4057-qs,"Smergliatrice angolare 125mm 800W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4057-QS/DWE4057_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4057-qs/smergliatrice-angolare-125mm-800w-no-volt?tid=568846
Smergliatrice angolare 125mm 900W - No-Volt,dwe4157-qs,"Smergliatrice angolare 125mm 900W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4157-QS/DWE4157_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4157-qs/smergliatrice-angolare-125mm-900w-no-volt?tid=568846
Avvitatore ad impulsi 18V XR - solo corpo macchina,dcf887nt-xj,"Avvitatore ad impulsi 18V XR - solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF887NT-XJ/DCF887NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf887nt-xj/avvitatore-ad-impulsi-18v-xr-solo-corpo-macchina?tid=568846
Levigatrice orbitale 1/4 foglio 230W,dwe6411-qs,"Levigatrice orbitale 1/4 foglio 230W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE6411-QS/DWE6411_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe6411-qs/levigatrice-orbitale-14-foglio-230w?tid=568846
Trapano Avvitatore XR Litio 18V 5.0Ah BRUSHLESS,dcd791p2-qw,"Trapano Avvitatore XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD791P2-QW/DCD791P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd791p2-qw/trapano-avvitatore-xr-litio-18v-50ah-brushless?tid=568846
Trapano Avvitatore con Percussione XR Litio 18V 2.0Ah BRUSHLESS,dcd796d2-qw,"Trapano Avvitatore con Percussione XR Litio 18V 2.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD796D2-QW/DCD796D2_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd796d2-qw/trapano-avvitatore-con-percussione-xr-litio-18v-20ah-brushless?tid=568846
Trapano Avvitatore XR Litio 18V 2.0Ah BRUSHLESS,dcd791d2-qw,"Trapano Avvitatore XR Litio 18V 2.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD791D2-QW/DCD791D2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd791d2-qw/trapano-avvitatore-xr-litio-18v-20ah-brushless?tid=568846
Tassellatore 18V - solo corpo macchina,dch273nt-xj,"Tassellatore 18V - solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH273NT-XJ/DCH273NT_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch273nt-xj/tassellatore-18v-solo-corpo-macchina?tid=568846
Avvitatore ad impulsi grande potenza 18V - solo corpo macchina,dcf899nt-xj,"Avvitatore ad impulsi grande potenza 18V - solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF899NT-XJ/DCF899NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf899nt-xj/avvitatore-ad-impulsi-grande-potenza-18v-solo-corpo-macchina?tid=568846
Soffiatore XR Litio 18V (senza batterie),dcv100-xj,"Soffiatore XR Litio 18V (senza batterie)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCV100-XJ/DCV100_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcv100-xj/soffiatore-xr-litio-18v-senza-batterie?tid=568846
Smerigliatrice angolare 115mm 1010W - No-Volt,dwe4206-qs,"Smerigliatrice angolare 115mm 1010W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4206-QS/DWE4206_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4206-qs/smerigliatrice-angolare-115mm-1010w-no-volt?tid=568846
Compressore 10 Litri,dpc10qtc-qs,"Compressore 10 Litri

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DPC10QTC-QS/DPC10QTC_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dpc10qtc-qs/compressore-10-litri?tid=568846
"Cucitrice Lunghezza graffa 12 - 38mm, Diametro 1,27mm",dpssx38-xj,"Cucitrice Lunghezza graffa 12 - 38mm, Diametro 1,27mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DPSSX38-XJ/DPSSX38.jpg?resize=530x530,https://www.dewalt.it/prodotto/dpssx38-xj/cucitrice-lunghezza-graffa-12-38mm-diametro-127mm?tid=568846
Chiodatrice a bobina 90mm,dpn90c-xj,"Chiodatrice a bobina 90mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DPN90C-XJ/DPN90C_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dpn90c-xj/chiodatrice-bobina-90mm?tid=568846
Chiodatrice a bobina 90mm,dpn90c-xj,"Chiodatrice a bobina 90mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DPN90C-XJ/DPN90C_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dpn90c-xj/chiodatrice-bobina-90mm?tid=568846
Smerigliatrice angolare 125mm 1010W - No-Volt,dwe4207-qs,"Smerigliatrice angolare 125mm 1010W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4207-QS/DWE4207_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4207-qs/smerigliatrice-angolare-125mm-1010w-no-volt?tid=568846
Sega universale 1100W,dwe305pk-qs,"Sega universale 1100W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE305PK-QS/DWE305PK_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe305pk-qs/sega-universale-1100w?tid=568846
Avvitatore per cartongesso 18V XR Brushless - (Solo corpo macchina),dcf620nt-xj,"Avvitatore per cartongesso 18V XR Brushless - (Solo corpo macchina)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF620NT-XJ/DCF620NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf620nt-xj/avvitatore-cartongesso-18v-xr-brushless-solo-corpo-macchina?tid=568846
Avvitatore per Cartongesso XR Litio 18V 2.0Ah,dcf620d2-qw,"Avvitatore per Cartongesso XR Litio 18V 2.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF620D2-QW/DCF620D2_2.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf620d2-qw/avvitatore-cartongesso-xr-litio-18v-20ah?tid=568846
"Avvitatore a Impulsi Alta Potenza 1/2"" XR Litio 18V 4.0Ah",dcf899p2-qw,"Avvitatore a Impulsi Alta Potenza 1/2"" XR Litio 18V 4.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF899P2-QW/DCF899P2-QW_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf899p2-qw/avvitatore-impulsi-alta-potenza-12-xr-litio-18v-40ah?tid=568846
Sega circolare per metall 140mm 18V XR - Solo corpo macchina,dcs373nt-xj,"Sega circolare per metall 140mm 18V XR - Solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS373NT-XJ/DCS373NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs373nt-xj/sega-circolare-metall-140mm-18v-xr-solo-corpo-macchina?tid=568846
Avvitatore ad impulsi 18V - solo corpo macchina,dcf880nt-xj,"Avvitatore ad impulsi 18V - solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF880NT-XJ/DCF880NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf880nt-xj/avvitatore-ad-impulsi-18v-solo-corpo-macchina?tid=568846
IT 18V,dcd740nt-xj,"IT 18V

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD740NT-XJ/DCD740NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd740nt-xj/it-18v?tid=568846
Sistema estrazione polveri per tassellatore SDS-Plus 18V,d25303dh-xj,"Sistema estrazione polveri per tassellatore SDS-Plus 18V

The DEWALT D25303DH dust extractor features a powerful built-in motor offering excellent suction and high performance drilling. The D25303DH connects to 2Kg Cordless SDS hammers. The 2-second power-off delay ensures that dust extraction continues which ensure any debris in the telescopic hose is completely remove after drill is switched off. The D25303DH is tool free for easy attachment and removal.  It features a durable clear high capacity dust box, replaceable HEPA Filter.   The D25303DH fits up to 16mm bits and has a 160mm maximum drilling capacity",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25303DH-XJ/D25303DH_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25303dh-xj/sistema-estrazione-polveri-tassellatore-sds-plus-18v?tid=568846
Tassellatore SDS-Plus 3 modalità 22mm 2.0J 710W,d25033k-qs,"Tassellatore SDS-Plus 3 modalità 22mm 2.0J 710W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25033K-QS/D25033K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25033k-qs/tassellatore-sds-plus-3-modalita-22mm-20j-710w?tid=568846
Tassellatore SDS Plus 18V XR Litio 5.0Ah Brushless - 3 Modalità,dch273p2-qw,"Tassellatore SDS Plus 18V XR Litio 5.0Ah Brushless - 3 Modalità

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH273P2-QW/DCH273P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch273p2-qw/tassellatore-sds-plus-18v-xr-litio-50ah-brushless-3-modalita?tid=568846
Smerigliatrice Diritta 450W 6mm,dwe4884-qs,"Smerigliatrice Diritta 450W 6mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4884-QS/DWE4884_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4884-qs/smerigliatrice-diritta-450w-6mm?tid=568846
Aspiratore Solidi/Liquidi 1400W 30Lt Classe L - TSTAK,dwv901lt-qs,"Aspiratore Solidi/Liquidi 1400W 30Lt Classe L - TSTAK

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWV901LT-QS/DWV901LT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwv901lt-qs/aspiratore-solidiliquidi-1400w-30lt-classe-l-tstak?tid=568846
IT 18V XR Li-Ion Drywall Cut-Out Tool,dcs551n-xj,"IT 18V XR Li-Ion Drywall Cut-Out Tool

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS551N-XJ/DCS551N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs551n-xj/it-18v-xr-li-ion-drywall-cut-out-tool?tid=568846
IT XR Li-Ion BRUSHLESS 2 Speed Framing Nailer in Tough System,dcn692p2k-qw,"IT XR Li-Ion BRUSHLESS 2 Speed Framing Nailer in Tough System

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN692P2K-QW/DCN692P2K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn692p2k-qw/it-xr-li-ion-brushless-2-speed-framing-nailer-tough-system?tid=568846
Pistola per il Grasso XR Litio 18V 4.0Ah,dcgg571m1-qw,"Pistola per il Grasso XR Litio 18V 4.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCGG571M1-QW/DCGG571M1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcgg571m1-qw/pistola-il-grasso-xr-litio-18v-40ah?tid=568846
Chiodatrice 90mm XR Litio 18V 5.0Ah BRUSHLESS,dcn692p2-qw,"Chiodatrice 90mm XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN692P2-QW/DCN692P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn692p2-qw/chiodatrice-90mm-xr-litio-18v-50ah-brushless?tid=568846
Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie),dcn692n-xj,"Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN692N-XJ/DCN692N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn692n-xj/chiodatrice-90mm-xr-litio-18v-brushless-senza-batterie?tid=568846
Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie),dcn692n-xj,"Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN692N-XJ/DCN692N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn692n-xj/chiodatrice-90mm-xr-litio-18v-brushless-senza-batterie?tid=568846
Sega Universale XR Litio 10.8V 2.0Ah,dcs310d2-qw,"Sega Universale XR Litio 10.8V 2.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS310D2-QW/DCS310D2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs310d2-qw/sega-universale-xr-litio-108v-20ah?tid=568846
Trapano Avvitatore XR Litio 18V 1.3Ah,dcd771c2-qw,"Trapano Avvitatore XR Litio 18V 1.3Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD771C2-QW/DCD771C2_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd771c2-qw/trapano-avvitatore-xr-litio-18v-13ah?tid=568846
Elettrorifilatore 590W,dwe6005-qs,"Elettrorifilatore 590W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE6005-QS/DWE6005_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe6005-qs/elettrorifilatore-590w?tid=568846
Banchetto con ruote per seghe a banco,dwe74911-xj,"Banchetto con ruote per seghe a banco

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE74911-XJ/DWE74911_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe74911-xj/banchetto-con-ruote-seghe-banco?tid=568846
Banchetto per seghe a banco,dwe74912-xj,"Banchetto per seghe a banco

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE74912-XJ/DWE74912_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe74912-xj/banchetto-seghe-banco?tid=568846
Sacchetti raccoglipolvere in carta (5 pezzi),dwv9401-xj,"Sacchetti raccoglipolvere in carta (5 pezzi)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWV9401-XJ/DWV9401_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwv9401-xj/sacchetti-raccoglipolvere-carta-5-pezzi?tid=568846
Tubo antistatico per aspiratori - 4m,dwv9316-xj,"Tubo antistatico per aspiratori - 4m

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWV9316-XJ/DWV9316_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwv9316-xj/tubo-antistatico-aspiratori-4m?tid=568846
